plot_size,date_surveyed,date_entered,botanist,site,plot,species_original,cover,species,notes,,
1,2015-09-16,,,Lux Arbor,46,DESILL,0.2,DESILL,,,
1,2015-09-16,,,Lux Arbor,46,DIGISH,2,DIGISC,,,
1,2015-09-16,,,Lux Arbor,46,GNASPP,6,GNASPP,,,
1,2015-09-16,,,Lux Arbor,46,OXASPP,0.3,OXASTR,,,
1,2015-09-16,,,Lux Arbor,46,PANCAP,35,PANCAP,,,
1,2015-09-16,,,Lux Arbor,46,PHYSPP,0.1,PHYSPP,,,
1,2015-09-16,,,Lux Arbor,46,SETVIR,0.4,SETVIR,,,
1,2016-09-02,,,Lux Arbor,46,BOUCUR,16,BOUCUR,,,
1,2016-09-02,,,Lux Arbor,46,CENSTO,22,CENSTO,,,
1,2016-09-02,,,Lux Arbor,46,CONCAN,0.5,CONCAN,,,
1,2016-09-02,,,Lux Arbor,46,DIGSPP,22,DIGSPP,,,
1,2016-09-02,,,Lux Arbor,46,ELYSPP,14,ELYSPP,,,
1,2016-09-02,,,Lux Arbor,46,MONFIS,4,MONFIS,,,
1,2016-09-02,,,Lux Arbor,46,POAPRA,8,POAPRA,,,
1,2016-09-02,,,Lux Arbor,46,SCHSCO,9,SCHSCO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,46,BOUCUR,12,BOUCUR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,46,CENSTO,25,CENSTO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,46,DIGISC,6,DIGSPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,46,ELYREP,0.6,ELYREP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,46,MONFIS,3,MONFIS,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,46,POAPRA,15,POAPRA,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,46,SCHSCO,30,SCHSCO,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,BOUCUR,20,BOUCUR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,BROINE,2,BROINE,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,CENSTO,4,CENSTO,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,DESILE,1,DESILL,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,ELYREP,1,ELYREP,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,JUNSPP,2,JUNTEN,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,MONFIS,0.5,MONFIS,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,PANVIR,10,PANVIR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,POAPRA,8,POAPRA,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,SCHSCO,50,SCHSCO,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,46,SORNUT,1,SORNUT,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,BOUCUR,35,BOUCUR,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,CENSTO,0.5,CENSTO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,DESILL,0.8,DESILL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,ELYREP,1,ELYREP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,JUNSPP,0.3,JUNTEN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,MONFIS,8,MONFIS,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,PANVIR,7,PANVIR,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,POAPRA,6,POAPRA,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,46,SCHSCO,40,SCHSCO,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,BOUCUR,40,BOUCUR,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,CENSTO,3,CENSTO,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,DESILL,4,DESILL,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,ERIANN,1,ERISPP,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,MONFIS,5,MONFIS,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,PANVIR,7,PANVIR,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,POAPRA,6,POAPRA,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,46,SCHSCO,30,SCHSCO,,,
1,2015-09-16,,,Lux Arbor,47,Brassicaceae,5,Brassicaceae,,,
1,2015-09-16,,,Lux Arbor,47,CENSTO,6,CENSTO,,,
1,2015-09-16,,,Lux Arbor,47,ERISPP,3,ERISPP,,,
1,2015-09-16,,,Lux Arbor,47,PANCAP,40,PANCAP,,,
1,2015-09-16,,,Lux Arbor,47,PHYAME,0.5,PHYAME,,,
1,2015-09-16,,,Lux Arbor,47,POTARGE,0.5,POTARGE,,,
1,2016-09-02,,,Lux Arbor,47,ASCTUB,0.5,ASCTUB,,,
1,2016-09-02,,,Lux Arbor,47,BOUCUR,6,BOUCUR,,,
1,2016-09-02,,,Lux Arbor,47,BROINE,3,BROINE,,,
1,2016-09-02,,,Lux Arbor,47,CENSTO,18,CENSTO,,,
1,2016-09-02,,,Lux Arbor,47,DIGSPP,22,DIGSPP,,,
1,2016-09-02,,,Lux Arbor,47,POTARGU,2,DRYARG,,,
1,2016-09-02,,,Lux Arbor,47,ELYSPP,6,ELYSPP,,,
1,2016-09-02,,,Lux Arbor,47,ERISPP,6,ERISPP,,,
1,2016-09-02,,,Lux Arbor,47,OXASPP,1,OXASTR,,,
1,2016-09-02,,,Lux Arbor,47,PANSPP,1,PANCAP,,,
1,2016-09-02,,,Lux Arbor,47,PANVIR,4,PANVIR,,,
1,2016-09-02,,,Lux Arbor,47,PENDIG,1,PENDIG,,,
1,2016-09-02,,,Lux Arbor,47,PHYAME,0.2,PHYAME,,,
1,2016-09-02,,,Lux Arbor,47,POAPRA,2,POAPRA,,,
1,2016-09-02,,,Lux Arbor,47,POTARGE,3,POTARGE,,,
1,2016-09-02,,,Lux Arbor,47,RUDHIR,0.4,RUDHIR,,,
1,2016-09-02,,,Lux Arbor,47,SCHSCO,7,SCHSCO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,BOUCUR,18,BOUCUR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,BROINE,5,BROINE,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,CENSTO,15,CENSTO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,DIGCOG,15,DIGSPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,ELYREP,0.1,ELYREP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,ERISPP,3,ERISPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,PANVIR,4,PANVIR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,POAPRA,19,POAPRA,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,47,RATPIN,1,RATPIN,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,BOUCUR,35,BOUCUR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,BROINE,1,BROINE,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,CENSTO,20,CENSTO,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,Erigeron sp.,0.1,ERISPP,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,MONFIS,2,MONFIS,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,PANVIR,20,PANVIR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,POAPRA,4,POAPRA,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,RATPIN,4,RATPIN,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,47,SCHSCO,30,SCHSCO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,BOUCUR,30,BOUCUR,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,CENSTO,10,CENSTO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,CONCAN,0.3,CONCAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,ELYREP,0.5,ELYREP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,Erigeron sp,4,ERISPP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,MONFIS,0.6,MONFIS,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,PANVIR,50,PANVIR,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,POAPRA,3,POAPRA,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,RATPIN,0.5,RATPIN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,RUMACE,0.3,RUMACE,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,SCHSCO,6,SCHSCO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,47,SYMLAE,1,SYMLAE,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,ACHMIL,12,ACHMIL,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,BOUCUR,20,BOUCUR,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,CENSTO,16,CENSTO,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,ERIANN,5,ERISPP,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,PANVIR,8,PANVIR,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,POAPRA,3,POAPRA,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,RATPIN,1,RATPIN,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,SCHSCO,25,SCHSCO,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,47,SORNUT,3,SORNUT,,,
1,2015-09-16,,,Lux Arbor,48,ACHMIL,6,ACHMIL,,,
1,2015-09-16,,,Lux Arbor,48,CENSTO,26,CENSTO,,,
1,2015-09-16,,,Lux Arbor,48,DIGISH,12,DIGISC,,,
1,2015-09-16,,,Lux Arbor,48,MONFIS,0.2,MONFIS,,,
1,2015-09-16,,,Lux Arbor,48,OXASPP,0.3,OXASTR,,,
1,2015-09-16,,,Lux Arbor,48,PANCAP,5,PANCAP,,,
1,2015-09-16,,,Lux Arbor,48,PENDIG,0.2,PENDIG,,,
1,2015-09-16,,,Lux Arbor,48,PHYHET,0.1,PHYHET,,,
1,2016-09-02,,,Lux Arbor,48,ACHMIL,10,ACHMIL,,,
1,2016-09-02,,,Lux Arbor,48,BOUCUR,2,BOUCUR,,,
1,2016-09-02,,,Lux Arbor,48,CENSTO,22,CENSTO,sample,,
1,2016-09-02,,,Lux Arbor,48,CONCAN,0.2,CONCAN,,,
1,2016-09-02,,,Lux Arbor,48,DIGSPP,1,DIGSPP,,,
1,2016-09-02,,,Lux Arbor,48,ELYSPP,5,ELYSPP,,,
1,2016-09-02,,,Lux Arbor,48,MONFIS,1,MONFIS,,,
1,2016-09-02,,,Lux Arbor,48,OXASPP,0.6,OXASTR,,,
1,2016-09-02,,,Lux Arbor,48,PANCAP,6,PANCAP,,,
1,2016-09-02,,,Lux Arbor,48,PANVIR,2,PANVIR,,,
1,2016-09-02,,,Lux Arbor,48,PLALAN,3,PLALAN,,,
1,2016-09-02,,,Lux Arbor,48,PSEOBT,0.3,PSEOBT,,,
1,2016-09-02,,,Lux Arbor,48,RATPIN,2,RATPIN,,,
1,2016-09-02,,,Lux Arbor,48,SCHSCO,6,SCHSCO,,,
1,2016-09-02,,,Lux Arbor,48,SYMPIL,0.5,SYMPIL,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,ACHMIL,2,ACHMIL,photo 15:48,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,BOUCUR,4,BOUCUR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,BROINE,0.5,BROINE,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,CENSTO,40,CENSTO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,CORLAN,1,CORLAN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,DIGISC,1,DIGSPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,ECHPUR,2,ECHPUR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,Eragrostis,3,ERASPESPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,JUNSPP,2,JUNTEN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,LESVIR,1,LESVIR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,MONFIS,1,MONFIS,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,OXASPP,0.05,OXASTR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,PANVIR,1,PANVIR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,PENDIG,1,PENDIG,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,PLALAN,1,PLALAN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,RATPIN,3,RATPIN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,48,RUDHIR,0.5,RUDHIR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,ACHMIL,12,ACHMIL,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,BOUCUR,5,BOUCUR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,BROINE,2,BROINE,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,CENSTO,30,CENSTO,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,ELYREP,0.4,ELYREP,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,ERASPE,1,ERASPESPP,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,MONFIS,1,MONFIS,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,PANVIR,3,PANVIR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,PHYHET,1,PHYHET,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,PLALAN,0.8,PLALAN,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,RATPIN,12,RATPIN,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,RUDHIR,0.5,RUDHIR,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,SCHSCO,30,SCHSCO,,,
1,2018-07-26,2018-11-29,Lars A. Brudvig,Lux Arbor,48,SOLCAN,1,SOLCAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,ACHMIL,12,ACHMIL,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,BOUCUR,8,BOUCUR,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,BROINE,1,BROINE,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,CENSTO,1,CENSTO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,DIGCOG,1,DIGCOG,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,ELYREP,1,ELYREP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,Erigeron sp,0.5,ERISPP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,MONFIS,25,MONFIS,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,PLALAN,1,PLALAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,POAPRA,3,POAPRA,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,RATPIN,7,RATPIN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,SCHSCO,40,SCHSCO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,SOLCAN,1,SOLCAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,48,SOLRIG,2,SOLRIG,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,ACHMIL,1,ACHMIL,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,ANDGER,18,ANDGER,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,BOUCUR,4,BOUCUR,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,CENSTO,0.4,CENSTO,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,CYPLUP,0.5,CYPLUP,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,DICSPP,0.2,DICSPP,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,DRYARG,0.9,DRYARG,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,ERIANN,0.6,ERISPP,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,MONFIS,2,MONFIS,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,PANVIR,2,PANVIR,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,PHYHET,0.7,PHYHET,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,POAPRA,7,POAPRA,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,RATPIN,8,RATPIN,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,SCHSCO,50,SCHSCO,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,SORNUT,3,SORNUT,,,
1,2025-07-15,2025-08-07,Lars A. Brudvig,Lux Arbor,48,SYMPIL,0.4,SYMPIL,,,
1,2015-09-16,,,Lux Arbor,49,DICSPP,10,DICSPP,,,
1,2015-09-16,,,Lux Arbor,49,ELYSPP,2,ELYSPP,,,
1,2015-09-16,,,Lux Arbor,49,ERISPP,1,ERISPP,,,
1,2015-09-16,,,Lux Arbor,49,OXASTR,2,OXASTR,,,
1,2015-09-16,,,Lux Arbor,49,PANCAP,44,PANCAP,,,
1,2016-09-02,,,Lux Arbor,49,BOUCUR,10,BOUCUR,,,
1,2016-09-02,,,Lux Arbor,49,CENSTO,6,CENSTO,,,
1,2016-09-02,,,Lux Arbor,49,DIGSPP,3,DIGSPP,,,
1,2016-09-02,,,Lux Arbor,49,ERISPP,1,ERISPP,,,
1,2016-09-02,,,Lux Arbor,49,JUNTEN,0.5,JUNTEN,,,
1,2016-09-02,,,Lux Arbor,49,OXASPP,1,OXASTR,,,
1,2016-09-02,,,Lux Arbor,49,PANCAP,70,PANCAP,,,
1,2016-09-02,,,Lux Arbor,49,POTARGE,0.5,POTARGE,,,
1,2016-09-02,,,Lux Arbor,49,SCHSCO,5,SCHSCO,,,
1,2016-09-02,,,Lux Arbor,49,SETSPP,6,SETSPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,BOUCUR,20,BOUCUR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,BROINE,3,BROINE,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,CENSTO,20,CENSTO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,DIGISC,6,DIGSPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,ELYREP,10,ELYREP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,ERISPP,1,ERISPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,JUNSPP,1,JUNTEN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,POAPRA,20,POAPRA,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,49,SCHSCO,20,SCHSCO,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,BOUCUR,30,BOUCUR,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,BROINE,1,BROINE,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,CENSTO,1,CENSTO,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,DIGISHSAN,2,DIGSPP,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,ELYREP,1,ELYREP,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,Erigeron sp.,1,ERISPP,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,POAPRA,25,POAPRA,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,49,SCHSCO,30,SCHSCO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,BOUCUR,10,BOUCUR,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,BROINE,1,BROINE,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,CENSTO,0.5,CENSTO,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,DIGCOG,0.8,DIGCOG,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,ELYCAN,0.3,ELYCAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,ELYREP,6,ELYREP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,Erigeron,0.3,ERISPP,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,JUNSPP,0.8,JUNTEN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,PLALAN,0.2,PLALAN,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,POAPRA,35,POAPRA,,,
1,2019-07-24,2025-06-19,Lars A. Brudvig,Lux Arbor,49,SCHSCO,50,SCHSCO,,,
1,2025-07-18,2025-08-06,Markus Bauer,Lux Arbor,49,ANDGER,11,ANDGER,,,
1,2025-07-18,2025-08-06,Markus Bauer,Lux Arbor,49,BOUCUR,29,BOUCUR,,,
1,2025-07-18,2025-08-06,Markus Bauer,Lux Arbor,49,BROINE,0.1,BROINE,,,
1,2025-07-18,2025-08-06,Markus Bauer,Lux Arbor,49,PLALAN,0.1,PLALAN,,,
1,2025-07-18,2025-08-06,Markus Bauer,Lux Arbor,49,POAPRA,6,POAPRA,,,
1,2025-07-18,2025-08-06,Markus Bauer,Lux Arbor,49,SCHSCO,43,SCHSCO,,,
1,2015-09-16,,,Lux Arbor,50,CENSTO,4,CENSTO,,,
1,2015-09-16,,,Lux Arbor,50,CORLAN,0.5,CORLAN,,,
1,2015-09-16,,,Lux Arbor,50,DIGISH,2,DIGISC,,,
1,2015-09-16,,,Lux Arbor,50,ECHPUR,0.4,ECHPUR,,,
1,2015-09-16,,,Lux Arbor,50,ERISPP,10,ERISPP,,,
1,2015-09-16,,,Lux Arbor,50,MELLUP,0.2,MEDLUP,,,
1,2015-09-16,,,Lux Arbor,50,OXASPP,0.2,OXASTR,,,
1,2015-09-16,,,Lux Arbor,50,PANCGO,30,PANCAP,,,
1,2015-09-16,,,Lux Arbor,50,PHYSPP,0.2,PHYSPP,,,
1,2015-09-16,,,Lux Arbor,50,POTARGEN,0.1,POTARGE,,,
1,2015-09-16,,,Lux Arbor,50,RATPIN,0.2,RATPIN,,,
1,2015-09-16,,,Lux Arbor,50,SOLCAN,0.2,SOLCAN,,,
1,2016-09-02,,,Lux Arbor,50,ANDGER,2,ANDGER,,,
1,2016-09-02,,,Lux Arbor,50,BOUCUR,2,BOUCUR,,,
1,2016-09-02,,,Lux Arbor,50,CENSTO,15,CENSTO,,,
1,2016-09-02,,,Lux Arbor,50,CORLAN,5,CORLAN,,,
1,2016-09-02,,,Lux Arbor,50,DIGSPP,30,DIGSPP,,,
1,2016-09-02,,,Lux Arbor,50,ERISPP,40,ERISPP,,,
1,2016-09-02,,,Lux Arbor,50,POLSPP,1,FALCON,,,
1,2016-09-02,,,Lux Arbor,50,PANCAP,8,PANCAP,,,
1,2016-09-02,,,Lux Arbor,50,PHYHET,1,PHYHET,,,
1,2016-09-02,,,Lux Arbor,50,POTARGE,0.5,POTARGE,,,
1,2016-09-02,,,Lux Arbor,50,POTREC,1,POTREC,,,
1,2016-09-02,,,Lux Arbor,50,RATPIN,7,RATPIN,,,
1,2016-09-02,,,Lux Arbor,50,SCHSCO,4,SCHSCO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,BOUCUR,3,BOUCUR,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,BROINE,1,BROINE,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,CENSTO,12,CENSTO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,DIGCOG,20,DIGSPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,ELYCAN,1,ELYCAN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,ERISPP,6,ERISPP,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,PHYHET,1,PHYHET,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,POAPRA,10,POAPRA,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,RATPIN,25,RATPIN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,SCHSCO,18,SCHSCO,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,SOLCAN,0.5,SOLCAN,,,
1,2017-09-01,2018-01-09,Anna M. Groves,Lux Arbor,50,SYMERI,1,SYMERI,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,50,ANDGER,4,ANDGER,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,50,BOUCUR,2,BOUCUR,,,
1,2018-07-26,2018-11-28,Eric G. Behrens,Lux Arbor,50,BROINE,2,BROINE,,,
